Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
5480-HPRRX,Female,80,No,0,Glendora,91740,34.119363,-117.855059,0,3,None,No,,,Yes,DSL,30,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.3,77.75,0,0,0,77.75,0,Attitude,Attitude of support person
5480-TBGPH,Female,63,Yes,0,Sacramento,95842,38.687367,-121.34848,0,24,None,Yes,44.96,No,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.3,2431.35,0,0,1079.04,3510.39,0,Competitor,Competitor offered more data
5482-NUPNA,Female,28,No,0,Imperial,92251,32.858595,-115.662709,0,4,None,Yes,18.03,No,Yes,Cable,59,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,60.4,272.15,0,0,72.12,344.27,0,Competitor,Competitor had better devices
5482-PLVPE,Female,79,No,0,Daly City,94014,37.691561,-122.445202,0,2,None,No,,,Yes,DSL,11,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,24.35,41.85,0,0,0,41.85,0,Competitor,Competitor had better devices
5485-WUYWF,Male,73,No,0,Crockett,94525,38.049292,-122.228415,0,2,None,Yes,5.57,No,Yes,Cable,24,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,66.4,94.55,0,0,11.14,105.69,0,Price,Long distance charges
5493-SDRDQ,Male,19,No,0,Angels Camp,95222,38.071327,-120.632221,0,2,Offer E,Yes,5.33,No,Yes,Cable,52,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,55.1,113.35,0,0,10.66,124.01,0,Competitor,Competitor made better offer
5494-HECPR,Female,34,No,0,Mi Wuk Village,95346,38.121601,-120.133915,0,1,Offer E,Yes,32.92,No,Yes,Fiber Optic,3,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.25,80.25,0,0,32.92,113.17,0,Other,Moved
5498-TXHLF,Female,39,Yes,0,Whitmore,96096,40.637105,-121.906949,1,34,None,Yes,40.78,Yes,Yes,Fiber Optic,4,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,87.45,2874.15,0,0,1386.52,4260.67,0,Price,Extra data charges
5502-RLUYV,Female,42,Yes,0,Milpitas,95035,37.441931,-121.878502,1,69,None,Yes,37.2,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.95,7446.9,0,0,2566.8,10013.7,0,Competitor,Competitor made better offer
5510-BOIUJ,Male,35,No,7,Visalia,93277,36.303793,-119.375646,0,1,None,Yes,12.81,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.25,19.25,0,0,12.81,32.06,0,Attitude,Attitude of service provider
5515-AKOAJ,Female,38,No,0,Hawaiian Gardens,90716,33.830431,-118.074071,0,54,None,Yes,41.83,Yes,Yes,Fiber Optic,9,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.1,5440.9,0,0,2258.82,7699.72,0,Dissatisfaction,Service dissatisfaction
5515-IDEJJ,Male,46,Yes,1,San Diego,92126,32.886925,-117.152162,4,1,Offer E,Yes,45.77,No,No,,,,,,,,,,,Month-to-Month,No,Mailed Check,19.9,19.9,0,0,45.77,65.67,0,Competitor,Competitor made better offer
5519-NPHVG,Female,53,No,0,Klamath River,96050,41.816595,-122.948287,0,12,None,Yes,12.75,Yes,Yes,Fiber Optic,24,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.2,1046.1,7.39,120,153,1311.71,0,Price,Price too high
5519-YLDGW,Female,57,Yes,0,Los Angeles,90071,34.052917,-118.255178,1,21,Offer D,Yes,1.21,Yes,Yes,Fiber Optic,16,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.9,2254.2,0,0,25.41,2279.61,0,Dissatisfaction,Limited range of services
5520-FVEWJ,Female,28,Yes,0,Santa Rosa,95405,38.439696,-122.668817,1,12,None,Yes,40.63,Yes,Yes,Fiber Optic,59,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.5,916.9,0,0,487.56,1404.46,0,Competitor,Competitor had better devices
5536-RTPWK,Male,54,Yes,0,Sausalito,94965,37.848641,-122.515692,1,49,Offer B,Yes,20.48,Yes,Yes,Fiber Optic,22,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.05,4853.75,14.24,0,1003.52,5843.03,0,Competitor,Competitor offered higher download speeds
5536-SLHPM,Female,38,Yes,0,Temecula,92592,33.507255,-117.029473,5,55,None,Yes,19.41,Yes,Yes,Fiber Optic,4,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,77.75,4458.15,0,0,1067.55,5525.7,0,Competitor,Competitor made better offer
5539-TMZLF,Male,69,No,0,Concord,94520,38.013825,-122.039144,0,1,None,Yes,33.84,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.75,69.75,0,0,33.84,103.59,0,Competitor,Competitor had better devices
5550-VFRLC,Female,70,No,0,Moorpark,93021,34.312945,-118.858169,0,1,None,Yes,43.45,No,Yes,Fiber Optic,30,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.85,69.85,0,40,43.45,153.3,0,Dissatisfaction,Limited range of services
5552-ZNFSJ,Male,49,No,0,Santa Rosa,95407,38.394091,-122.739814,0,1,None,Yes,34.37,No,Yes,DSL,28,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.3,45.3,0,0,34.37,79.67,0,Dissatisfaction,Poor expertise of online support
5561-NWEVX,Female,78,Yes,0,Hermosa Beach,90254,33.86532,-118.396336,1,2,Offer E,Yes,17.73,Yes,Yes,Fiber Optic,18,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.2,172.85,0,0,35.46,208.31,0,Price,Price too high
5564-NEMQO,Female,80,No,0,Thermal,92274,33.53604,-116.119222,0,1,Offer E,Yes,35.09,No,Yes,Fiber Optic,17,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.3,75.3,0,20,35.09,130.39,0,Dissatisfaction,Network reliability
5565-FILXA,Female,76,No,0,Escondido,92027,33.141265,-116.967221,0,16,None,Yes,38.75,Yes,Yes,Fiber Optic,16,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.15,1529.2,0,0,620,2149.2,0,Other,Don't know
5567-WSELE,Male,70,Yes,0,Richmond,94801,37.945288,-122.383941,1,3,Offer E,Yes,32.31,Yes,Yes,Fiber Optic,27,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.6,279.55,0,0,96.93,376.48,0,Competitor,Competitor had better devices
5569-KGJHX,Female,63,Yes,0,Canoga Park,91303,34.19829,-118.602203,1,9,Offer E,Yes,14.21,Yes,Yes,Fiber Optic,5,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,85.35,754.65,0,50,127.89,932.54,0,Dissatisfaction,Service dissatisfaction
5569-OUICF,Female,67,Yes,0,San Diego,92109,32.787836,-117.232376,1,28,Offer C,Yes,16.43,Yes,Yes,Fiber Optic,20,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,101.3,2812.2,0,0,460.04,3272.24,0,Competitor,Competitor made better offer
5570-PTWEH,Female,33,Yes,0,Encinitas,92024,33.054579,-117.25665,1,3,None,Yes,15.02,Yes,Yes,Fiber Optic,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.15,216.75,0,0,45.06,261.81,0,Attitude,Attitude of support person
5572-ZDXHY,Female,25,No,0,Santa Rosa,95409,38.468893,-122.580539,0,22,None,Yes,29.07,No,Yes,Fiber Optic,52,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,84.3,1855.65,0,0,639.54,2495.19,0,Competitor,Competitor had better devices
5577-OTWWW,Female,54,No,0,San Jose,95120,37.186141,-121.843554,0,15,Offer D,Yes,39.84,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.75,297.3,0,0,597.6,894.9,0,Other,Moved
5583-SXDAG,Male,41,Yes,0,Alhambra,91803,34.074736,-118.145959,1,1,Offer E,Yes,19.15,No,Yes,Fiber Optic,18,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,70,70,0,10,19.15,99.15,0,Other,Don't know
5590-BYNII,Male,51,No,0,Bayside,95524,40.825486,-124.049485,0,22,None,Yes,35.93,Yes,Yes,Fiber Optic,17,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.75,2095,0,0,790.46,2885.46,0,Other,Don't know
5590-YRFJT,Female,44,Yes,0,Lompoc,93437,34.757477,-120.550507,1,20,None,No,,,Yes,DSL,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.45,482.8,0,0,0,482.8,0,Other,Don't know
5597-GLBUC,Female,48,No,0,Squaw Valley,93675,36.719141,-119.202677,0,1,Offer E,Yes,22.97,No,Yes,Fiber Optic,23,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.45,85.45,0,0,22.97,108.42,0,Price,Lack of affordable download/upload speed
5609-CEBID,Female,77,No,0,Hemet,92544,33.644585,-116.871544,0,20,None,Yes,48.73,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,94.1,1782.4,0,80,974.6,2837,0,Competitor,Competitor had better devices
5616-PRTNT,Male,30,No,3,Desert Center,92239,33.889605,-115.257009,0,20,None,Yes,22.78,No,No,,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,19.4,374.5,0,0,455.6,830.1,0,Attitude,Attitude of support person
5624-BQSSA,Female,19,No,0,Santa Cruz,95065,37.031404,-121.981865,0,1,None,Yes,40.48,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.95,20.95,0,0,40.48,61.43,0,Price,Long distance charges
5644-PDMZC,Female,69,No,0,Delano,93215,35.772244,-119.209689,0,2,None,Yes,47.47,Yes,Yes,Fiber Optic,19,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,89.5,161.5,0,0,94.94,256.44,0,Attitude,Attitude of support person
5649-ANRML,Male,76,No,0,Clipper Mills,95930,39.562239,-121.14836,0,2,Offer E,Yes,12.96,No,Yes,Fiber Optic,20,No,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,95.1,180.25,0,0,25.92,206.17,0,Dissatisfaction,Poor expertise of online support
5649-TJHOV,Male,68,Yes,0,Davenport,95017,37.114335,-122.237162,1,27,Offer C,No,,,Yes,DSL,25,No,No,No,No,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,36.5,1032,0,30,0,1062,0,Dissatisfaction,Product dissatisfaction
5649-VUKMC,Female,61,No,0,San Diego,92126,32.886925,-117.152162,0,12,None,Yes,34.81,No,Yes,Fiber Optic,16,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,95.5,1115.15,0,0,417.72,1532.87,0,Competitor,Competitor made better offer
5650-VDUDS,Female,48,No,0,Kernville,93238,35.852892,-118.397782,0,4,Offer E,No,,,Yes,Cable,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,24.25,96.05,0,0,0,96.05,0,Competitor,Competitor made better offer
5655-JSMZM,Male,66,No,0,Coalinga,93210,36.186867,-120.387793,0,49,Offer B,Yes,32.36,Yes,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.2,4718.25,0,0,1585.64,6303.89,0,Attitude,Attitude of support person
5669-SRAIP,Female,55,No,0,Larkspur,94939,37.937082,-122.532369,0,5,Offer E,No,,,Yes,DSL,2,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,39.5,210.75,39.27,0,0,171.48,0,Competitor,Competitor offered higher download speeds
5673-FSSMF,Female,19,No,0,Delhi,95315,37.422961,-120.765493,0,1,Offer E,Yes,33.48,Yes,Yes,Cable,59,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,60.15,60.15,0,20,33.48,113.63,0,Attitude,Attitude of support person
5673-TIYIB,Male,34,No,0,Torrance,90502,33.833181,-118.292062,0,2,Offer E,No,,,Yes,DSL,8,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,40.4,77.15,0,0,0,77.15,0,Other,Don't know
5685-IIXLY,Female,54,Yes,0,Novato,94945,38.135897,-122.563683,1,5,None,Yes,7,No,Yes,Fiber Optic,23,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,83.6,404.2,24.44,0,35,414.76,0,Competitor,Competitor offered higher download speeds
5687-DKDTV,Female,35,No,0,Bellflower,90706,33.887676,-118.127289,0,4,None,Yes,37.66,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.35,77.5,0,0,150.64,228.14,0,Attitude,Attitude of support person
5688-KZTSN,Male,59,Yes,3,San Diego,92121,32.898613,-117.202937,1,15,None,Yes,31.14,No,No,,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,20,288.05,0,0,467.1,755.15,0,Competitor,Competitor made better offer
5692-FPTAH,Female,32,No,0,Nicolaus,95659,38.788898,-121.608624,0,1,None,Yes,38.31,No,Yes,Cable,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.4,45.4,0,0,38.31,83.71,0,Dissatisfaction,Network reliability
5696-QURRL,Male,31,No,0,Waterford,95386,37.669516,-120.626964,0,1,None,Yes,13.84,No,Yes,DSL,26,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,-5,45.05,0,70,13.84,128.89,0,Dissatisfaction,Network reliability
5698-BQJOH,Female,41,No,2,Beverly Hills,90211,34.063947,-118.383001,0,9,None,Yes,27.21,Yes,Yes,Fiber Optic,29,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,94.4,857.25,0,0,244.89,1102.14,0,Price,Price too high
5707-ORNDZ,Male,79,No,0,Yuba City,95993,39.075694,-121.70606,0,9,Offer E,Yes,2.45,Yes,Yes,DSL,7,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.55,494.05,0,0,22.05,516.1,0,Dissatisfaction,Network reliability
5708-EVONK,Female,37,Yes,0,Cassel,96016,40.936285,-121.572692,1,58,None,Yes,3.65,Yes,Yes,Fiber Optic,20,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.4,5435.6,0,0,211.7,5647.3,0,Other,Don't know
5712-PTIWW,Male,46,No,0,Mcarthur,96056,41.10831,-121.360362,0,2,Offer E,Yes,16.14,No,Yes,Fiber Optic,2,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.85,152.45,0,0,32.28,184.73,0,Dissatisfaction,Service dissatisfaction
5729-KLZAR,Female,22,Yes,0,Sacramento,95817,38.550722,-121.457314,1,4,Offer E,Yes,44.28,No,Yes,Fiber Optic,59,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,80.85,302.75,0,40,177.12,519.87,0,Competitor,Competitor had better devices
5747-PMBSQ,Male,72,Yes,0,San Diego,92126,32.886925,-117.152162,1,10,None,Yes,11.12,No,Yes,Fiber Optic,30,No,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,92.5,934.1,0,100,111.2,1145.3,0,Competitor,Competitor made better offer
5748-RNCJT,Male,58,No,0,Sacramento,95820,38.53508,-121.444144,0,69,Offer A,Yes,26.88,Yes,Yes,Fiber Optic,11,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,106.5,7348.8,0,0,1854.72,9203.52,0,Competitor,Competitor offered higher download speeds
5759-RCVCB,Female,20,No,0,Orange,92869,33.792791,-117.789749,0,3,Offer E,No,,,Yes,DSL,30,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,35.2,108.95,0,0,0,108.95,0,Competitor,Competitor had better devices
5766-XQXMQ,Female,45,No,0,Princeton,95970,39.424957,-122.039307,0,29,None,Yes,1.02,No,Yes,DSL,19,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,68.85,1970.5,0,0,29.58,2000.08,0,Competitor,Competitor made better offer
5766-ZJYBB,Male,52,No,0,Brisbane,94005,37.684694,-122.40712,0,1,None,Yes,3.14,No,No,,,,,,,,,,,Month-to-Month,No,Mailed Check,-8,19.4,0,0,3.14,22.54,0,Dissatisfaction,Service dissatisfaction
5797-APWZC,Female,41,No,0,San Francisco,94105,37.789168,-122.395009,0,1,Offer E,Yes,31.68,No,Yes,Fiber Optic,22,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.6,90.6,0,0,31.68,122.28,0,Competitor,Competitor offered higher download speeds
5804-LEPIM,Female,74,No,0,San Diego,92122,32.85723,-117.209774,0,2,Offer E,Yes,13.17,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.35,139.05,0,0,26.34,165.39,0,Other,Don't know
5813-UECBU,Male,78,No,0,Bridgeville,95526,40.372532,-123.525626,0,33,None,Yes,38.53,Yes,Yes,Fiber Optic,2,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,83.85,2716.3,0,0,1271.49,3987.79,0,Competitor,Competitor made better offer
5828-AVIPD,Male,29,Yes,0,Sierraville,96126,39.559709,-120.345639,1,19,None,Yes,5.93,Yes,Yes,Fiber Optic,51,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.95,1875.55,0,0,112.67,1988.22,0,Dissatisfaction,Poor expertise of online support
5832-XKAES,Male,56,No,0,Sierraville,96126,39.559709,-120.345639,0,2,Offer E,Yes,37.72,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.8,134.7,0,0,75.44,210.14,0,Other,Don't know
5834-ASPWA,Male,55,No,0,San Diego,92117,32.825086,-117.199424,0,1,None,Yes,11.58,Yes,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.45,75.45,0,0,11.58,87.03,0,Competitor,Competitor made better offer
5835-BEQEU,Male,44,No,0,Escondido,92027,33.141265,-116.967221,0,3,None,Yes,38.38,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,76.95,228.4,0,10,115.14,353.54,0,Competitor,Competitor made better offer
5842-POCOP,Female,37,Yes,0,Randsburg,93554,35.405722,-117.773354,1,5,None,Yes,41.57,No,Yes,Cable,27,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,88.9,454.15,0,0,207.85,662,0,Competitor,Competitor offered higher download speeds
5868-CZJDR,Male,41,No,0,Linden,95236,38.047746,-121.030499,0,1,Offer E,No,,,Yes,DSL,6,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,31.35,31.35,0,80,0,111.35,0,Attitude,Attitude of service provider
5868-YWPDW,Male,76,Yes,0,Sherman Oaks,91423,34.146957,-118.432138,1,6,None,Yes,40.44,No,Yes,Fiber Optic,25,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.2,519.15,0,0,242.64,761.79,0,Dissatisfaction,Limited range of services
5875-YPQFJ,Male,51,No,0,Fremont,94555,37.555473,-122.080312,0,1,Offer E,Yes,45.66,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.9,69.9,0,0,45.66,115.56,0,Competitor,Competitor offered higher download speeds
5876-HZVZM,Female,55,Yes,3,West Covina,91792,34.024405,-117.898722,1,6,Offer E,Yes,14.51,No,Yes,Cable,20,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,55.9,365.35,0,30,87.06,482.41,0,Attitude,Attitude of service provider
5883-GTGVD,Male,54,No,0,Biola,93606,36.798882,-120.019511,0,19,Offer D,Yes,2.19,Yes,Yes,Fiber Optic,18,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.95,1931.75,0,0,41.61,1973.36,0,Competitor,Competitor had better devices
5884-GCYMI,Male,62,No,0,San Diego,92130,32.957195,-117.202542,0,1,Offer E,Yes,38.53,No,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,69.4,69.4,0,0,38.53,107.93,0,Competitor,Competitor made better offer
5889-JTMUL,Female,67,Yes,0,Castaic,91384,34.506627,-118.699048,1,50,Offer B,Yes,31.56,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,95.05,4888.7,0,50,1578,6516.7,0,Price,Price too high
5889-LFOLL,Female,27,No,0,Canby,96015,41.486953,-120.913975,0,13,Offer D,Yes,35.96,Yes,Yes,Fiber Optic,42,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.6,1115.2,0,0,467.48,1582.68,0,Competitor,Competitor offered more data
5896-NPFWW,Male,23,Yes,0,San Diego,92129,32.961064,-117.134917,1,3,None,Yes,13.54,No,Yes,Cable,51,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.15,168.15,0,0,40.62,208.77,0,Competitor,Competitor made better offer
5899-MQZZL,Female,25,No,0,San Ysidro,92173,32.555828,-117.040073,0,13,Offer D,Yes,6.03,Yes,Yes,Fiber Optic,48,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,75,999.45,0,0,78.39,1077.84,0,Competitor,Competitor offered higher download speeds
5906-CVLHP,Female,60,Yes,0,Rowland Heights,91748,33.976753,-117.897367,1,45,None,Yes,42.04,No,Yes,Cable,26,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,54.15,2319.8,0,0,1891.8,4211.6,0,Attitude,Attitude of service provider
5908-QMGOE,Male,74,No,0,Fowler,93625,36.625792,-119.672483,0,15,None,Yes,23.53,Yes,Yes,Fiber Optic,9,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.2,1133.9,43.31,0,352.95,1443.54,0,Competitor,Competitor had better devices
5909-ECHUI,Female,49,No,0,Oak Run,96069,40.689243,-122.037023,0,1,None,Yes,26.14,No,Yes,DSL,22,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,56.25,56.25,0,0,26.14,82.39,0,Price,Lack of affordable download/upload speed
5914-DVBWJ,Female,80,No,0,Riverside,92508,33.885499,-117.324959,0,18,None,Yes,2.36,Yes,Yes,Fiber Optic,21,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.45,1505.85,0,0,42.48,1548.33,0,Competitor,Competitor offered more data
5919-TMRGD,Female,32,No,3,Huntington Park,90255,33.97803,-118.217141,0,1,None,Yes,13.13,No,Yes,Fiber Optic,57,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.35,79.35,0,0,13.13,92.48,0,Competitor,Competitor had better devices
5922-ABDVO,Female,20,Yes,0,Seal Beach,90740,33.75462,-118.071128,1,19,Offer D,Yes,21.71,Yes,Yes,Fiber Optic,47,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,89.65,1761.05,0,80,412.49,2253.54,0,Attitude,Attitude of support person
5923-GXUOC,Male,37,No,0,Fallbrook,92028,33.362575,-117.299644,0,10,None,Yes,8.38,No,Yes,Fiber Optic,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.4,1081.45,0,0,83.8,1165.25,0,Competitor,Competitor made better offer
5931-FLJJF,Male,75,Yes,0,Midway City,92655,33.744439,-117.98588,1,7,None,Yes,16.05,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.1,467.55,20.23,0,112.35,559.67,0,Attitude,Attitude of service provider
5940-AHUHD,Male,30,No,0,Pomona,91768,34.067932,-117.785168,0,1,Offer E,Yes,44.59,No,Yes,Fiber Optic,41,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,70.6,70.6,0,0,44.59,115.19,0,Attitude,Attitude of support person
5940-NFXKV,Male,59,Yes,0,San Diego,92109,32.787836,-117.232376,1,19,None,Yes,14.09,Yes,Yes,Fiber Optic,25,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,83.65,1465.75,0,130,267.71,1863.46,0,Competitor,Competitor made better offer
5949-EBSQK,Male,44,Yes,1,Sunset Beach,90742,33.719221,-118.073596,4,4,None,Yes,27.24,No,Yes,DSL,21,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,61.45,229.55,0,0,108.96,338.51,0,Price,Price too high
5949-XIKAE,Female,32,Yes,0,San Bernardino,92401,34.105935,-117.2914,1,8,None,Yes,32.32,No,Yes,Cable,25,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.55,680.05,0,0,258.56,938.61,0,Dissatisfaction,Product dissatisfaction
5955-ERIHD,Male,53,Yes,0,Lakewood,90712,33.840524,-118.148403,1,18,Offer D,Yes,31.49,Yes,Yes,Fiber Optic,20,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.7,1687.95,0,0,566.82,2254.77,0,Price,Long distance charges
5956-VKDTT,Female,72,Yes,0,Moreno Valley,92557,33.970661,-117.255039,4,5,Offer E,Yes,45.76,Yes,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.35,334.8,0,0,228.8,563.6,0,Dissatisfaction,Product dissatisfaction
5959-BELXA,Male,67,No,0,Yucaipa,92399,34.04597,-117.011825,0,32,Offer C,Yes,25.45,Yes,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,96.15,3019.25,0,0,814.4,3833.65,0,Price,Price too high
5960-WPXQM,Male,24,No,0,Temecula,92592,33.507255,-117.029473,0,1,None,Yes,31.34,No,Yes,Fiber Optic,52,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.05,79.05,0,0,31.34,110.39,0,Competitor,Competitor made better offer
